fn,ln,geb,gest,BHR
Ansbacher,Jonas,1879,1967,BHR2
Apolant,Samuel,,,BHR2
Appel,Ernst,1884,1973,BHR2
Appel,Meyer,1851,1919,BHR2
Apt,Naftali,1888,,BHR2
Aron,Alexandre,1797,1874,BHR2
Aron,Arnaud,1807,1890,BHR2
Aschkanaze,Meier,1850,1908,BHR2
Aub,Joseph,,,BHR2
Auerbach,Aron,,,BHR2
Auerbach,Benjamin-Hirsch,,,BHR2
Auerbach,Baruch Mendel,1843,1920,BHR2
Auerbach,Heimann,1880,1957,BHR2
Auerbach,Hirsch Benjamin,1901,1973-1974,BHR2
Auerbach,Isaak Emil,1870,1932,BHR2
Auerbach,Josua-Falk,,,BHR2
Auerbach,L ,,,BHR2
Auerbach,Samuel,,,BHR2
Auerbach,Selig Sigmund,1906,1997,BHR2
Auerbach,Sigmund Selig Aviezri,1840,1901,BHR2
Auerbach,Zacharias,,,BHR2
Augapfel,Julius,1892,1944,BHR2
Auscher,Simon,1869,1933,BHR2
Baas,Ernst,,,BHR2
Baeck,Leo,1873,1956,BHR2
Baeck,Samuel,,,BHR2
Bähr,Oskar,1856,1942,BHR2
Baer (Bär),Bernhard,1833,1902,BHR2
Baerwald,Leo,1883,1970,BHR2
Bamberger,Isaac,,,BHR2
Bamberger,Isaak Selig,1863,1934,BHR2
Bamberger,Moses Löb,,,BHR2
Bamberger,Moses Löb,1869,1924,BHR2
Bamberger,Moses Löb,1902,1960,BHR2
Bamberger,Nathan,1842,1919,BHR2
Bamberger,Salomon Salman,,,BHR2
Bamberger,Salomon Menachem,1869,1920,BHR2
Bamberger,Samuel,,,BHR2
Bamberger,Seckel,,,BHR2
Bamberger,Selig Pinchas,1872,1936,BHR2
Bamberger,Seligmann-Bär,,,BHR2
Bamberger,Simcha Simon,1871,1961,BHR2
Bamberger,Simon Simcha,1899,1957,BHR2
Bamberger,Simon-Simche,,,BHR2
Baneth,Eduard Ezekiel,1855,1930,BHR2
Baneth,Ludwig,1891,1958,BHR2
Baron,Sally,1874,1946,BHR2
Bass,Ernst,1893,,BHR2
Bassfreund,Jakob,1850,1919,BHR2
Beer,Isaac,1808,1881,BHR2
Beermann,Max,1873,1935,BHR2
Behrens,Siegfried,1876,,BHR2
Bereisch,Mordechai Jakob,1895,1976,BHR2
Berger,Emil,1887,1918,BHR2
Berger,Heinrich,1861,1937,BHR2
Bergmann,Juda,1874,1954-1956,BHR2
Berkovits,Eliezer,1908,1992,BHR2
Berlin,Moses,1849,,BHR2
Berliner,Abraham,,,BHR2
Berlinger,Eliezer,1904,,BHR2
Berlinger,Jakob,1866,1945,BHR2
Berlinger,Menachem-Menko,,,BHR2
Bernheim,Samuel Edmond,1828,1898,BHR2
Bernstein,Fritz Leon,1888,1920,BHR2
Biberfeld,Abraham,1831,1905,BHR2
Biberfeld,Eduard Chajim,1864,1939,BHR2
Biberfeld,Heinrich,1863,1889,BHR2
Biberfeld,Philipp Leon,1901,,BHR2
Bieler,Meir,1906,1953,BHR2
Bienheim,Erich,1898,1962,BHR2
Bigard,Isaac,1828,1885,BHR2
Bileski,Herbert,1909,,BHR2
Binetter,Isidor,,,BHR2
Biram,Max,1853,1916,BHR2
Bleichrode,Isidor,1867,1954,BHR2
Bloch,Armand Isaac,1865,1952,BHR2
Bloch,Camille,,1939,BHR2
Bloch,Fritz Elieser,1903,1979,BHR2
Bloch,Jacques,1832,1920,BHR2
Bloch,Joseph,1820,1905,BHR2
Bloch,Joseph,1875,1970,BHR2
Bloch,Josef Samuel,1850,1923,BHR2
Bloch,Lazare,1813,1888,BHR2
Bloch,Lazare,1828,1897,BHR2
Bloch,Philipp,1841,1923,BHR2
Bloch,S. M.,,,BHR2
Blüh,Abraham Dr.,,,BHR2
Bluhm,Arthur,1899,1962,BHR2
Blum,Félix,1847,1925,BHR2
Blum,Samuel,1883,1951,BHR2
Blumenthal,Adolf,1863,1903,BHR2
Blumgrund,Bernhard Naftali,,1905,BHR2
Bohrer,Markus Mordechai,1895,1938,BHR2
Bondi,Jonas Marcus,1862,1929,BHR2
Brader,David,1879,,BHR2
Brann,Isaak,,,BHR2
Brann,Markus Mordechai,1849,1920,BHR2
Brann,Salomon,,,BHR2
Braun,Israel Chaim,1868-1866,1946,BHR2
Braunschweiger,David,1875,1928,BHR2
Breslauer,Jehuda Leo,1894,1983,BHR2
Breuer,Joseph,1882,1980,BHR2
Breuer,Raphael,1881,1932,BHR2
Breuer,Salomon,1850-1852,1926,BHR2
Broch,Jizchak Isidor,1904,1971,BHR2
Broh,M.,1837-1840,1895,BHR2
Brom,Samuel,1888,1963,BHR2
Bruckstein,Marcus,1854,,BHR2
Brüll,Nehemia,,,BHR2
Brummer,Osias,1844,,BHR2
Buchholz,Peter,,,BHR2
Buttenwieser,Josef Arie,1857,1927,BHR2
Cahn,Elias,,,BHR2
Cahn,Leo Jehuda,1889,1958,BHR2
Cahn,Marc,1777-1778,1872,BHR2
Cahn,Michael,1849,1920,BHR2
Cahn,Nathan,1892,1924,BHR2
Carlebach,David,1899,1951,BHR2
Carlebach,Emanuel,1874,1927,BHR2
Carlebach,Ephraim,1879,1936,BHR2
Carlebach,Hartwig Naphtali,1889,1967,BHR2
Carlebach,Henry,1916,2005,BHR2
Carlebach,Joseph Zvi,1883,1942,BHR2
Carlebach,Salomon,,,BHR2
Caro,Abraham Jesaja,,,BHR2
Caro,Hirsch,,,BHR2
Caro,Isidor,1877,1943,BHR2
Caro,Jecheskel,,,BHR2
Caro,Julius,,,BHR2
Caro,Naftali,,,BHR2
Caro,Samuel J.,,,BHR2
Casper,Hermann ,,,BHR2
Cassell,Curt Emanuel,1912,1989,BHR2
Cassuto,Jehuda,,,BHR2
Chaim,Elias Jakob,,1900,BHR2
Chodowski,Salomo A. D.,1850,1907,BHR2
Chone,Hermann Chaim,1874,1946,BHR2
Chotiner,Abraham,1838,1882,BHR2
Coblenz,Felix,1863,1923,BHR2
Cohen,Benjamin,1895,1944,BHR2
Cohen,,1865,1943,BHR2
Cohen,Naftali,1874,1939,BHR2
Cohn,Aron,,,BHR2
Cohn,Benjamin,,,BHR2
Cohn,Emil Moses,1881,1948,BHR2
Cohn,Falk,,,BHR2
Cohn,Gustav,1881,,BHR2
Cohn,Heinrich A.,1889,1966,BHR2
Cohn,Jakob,1843-1837,1916,BHR2
Cohn,Jekew,,,BHR2
Cohn,John,1859,1934,BHR2
Cohn,Joseph S.,1866,1928,BHR2
Cohn,Joseph,1850,1948,BHR2
Cohn,Julius,1878,1939-1938,BHR2
Cohn,Julius,1880,,BHR2
Cohn,Naphtali,,,BHR2
Cohn,S. H.,1806,1895,BHR2
Cohn,Salomon,,,BHR2
Cohn,Salomon,1830,1907,BHR2
Cohn,Tobias,,,BHR2
Cohn,Wolf,,,BHR2
Cossmann,Werner,,,BHR2
Dankowicz,Simon,1846,,BHR2
David,Elieser,1857,1910,BHR2
David,Julius,,1898,BHR2
David,Moritz,1875,1956,BHR2
Debré,Moïse,1882,1919,BHR2
de Haas,Philipp,1884,1935,BHR2
Dessauer,Moritz,,,BHR2
Deutsch,David,,,BHR2
Deutsch,Hermann,1856,1932,BHR2
Deutsch,Immanuel,1847,1913,BHR2
Deutschländer,Nathan,,1894,BHR2
Diamant,Seev Wolf,1873,1931,BHR2
Dienemann,Max,1875,1939,BHR2
Dienstfertig,Marcus,,1895,BHR2
Doctor,Max,1870,1918,BHR2
Donath,Emanuel Menachem,1888,1976,BHR2
Donath,Leopold,,,BHR2
Dreifuss (Dreyfuss),Moses,,,BHR2
Dreyfuss,Emanuel,,,BHR2
Dreyfuss,Heinrich,1880,1914,BHR2
Dreyfuss,Heymann Loeb,1814,1896,BHR2
Dreyfuss,Isaak,1862,1940,BHR2
Duckesz,Eduard Ezechiel,1868,,BHR2
Dünner,Josef Hirsch,1913,2007,BHR2
Dünner,Lasar,1876,1950,BHR2
Eckstein,Adolf Abraham,1857,1935,BHR2
Ehrenfeld,Nathan,1843,1912,BHR2
Ehrentreu,Heinrich Chanoch,1854,1927,BHR2
Ehrentreu,Jonah Ernst,1896,1989,BHR2
Ehrlich,Adolf,,,BHR2
Ehrlich,Kaufmann,,1888,BHR2
Ehrlich,Nathan,,,BHR2
Ehrmann,Herz Naftali,1849,1918,BHR2
Einstein,Berthold,1862,1935,BHR2
Elk,Max,1898,1984,BHR2
Ellguther,Max,1859,1933,BHR2
Elsass,Bernhard,1866,1939,BHR2
Emmrich,Levi,1872,1905,BHR2
Engelbert,Moses,,,BHR2
Enoch,Joseph Samuel,1854,,BHR2
Enoch,Samuel David,,,BHR2
Ephraim,Menachem Max,1898,1942,BHR2
Eppenstein,Simon,1864,1920,BHR2
Epstein,Daniel ,,,BHR2
Epstein,Moses,,1895,BHR2
Ermann,Dr ,,,BHR2
Eschelbacher,Joseph,1848,1916,BHR2
Eschelbacher,Max,1880,1964,BHR2
Fabian,Alfred,1910,1989,BHR2
Fabian,Leo,1868,1918,BHR2
Fahrenbach,Henoch Joseph,,,BHR2
Falkenheim,Isaak,,,BHR2
Falkenstein,Ph ,,,BHR2
Feder,Josef Leib,,1876,BHR2
Feige,Mannes,,,BHR2
Feilchenfeld,Gabriel Fabian,,,BHR2
Feilchenfeld,Wolf,,,BHR2
Feinberg,Gabriel ,,,BHR2
Feldmann,David,1878,1951,BHR2
Felsenstein,Samson,,,BHR2
Fessler,Siegmund,1847,1909,BHR2
Findling,Moses,1906,1973,BHR2
Fink,Daniel,1862,,BHR2
Finkel,Ephraim,1863,1943,BHR2
Finkelscherer,Bruno,2006-1906,,BHR2
Finkelscherer,Herbert,1903,1942,BHR2
Finkelscherer,Israel,1866,1942,BHR2
Flaschner,Siegmund,1844,1914,BHR2
Flehinger,Baruch Hirsch,,,BHR2
Fleischer,M ,,,BHR2
Foerder,Victor,1913,1972,BHR2
Forges,Nathan,,,BHR2
Formstecher,Salomon,,,BHR2
Fränckel,Leo,,,BHR2
Frank,Abraham,,,BHR2
Frank,Gerhard,1912,,BHR2
Frank,Helmut,1912,1989,BHR2
Fränkel,Daniel,,,BHR2
Fränkel,Leo,1867,1942,BHR2
Frankfurter,Salomon,1875,1938,BHR2
Frankl,Philipp Pessach,1876,1944,BHR2
Frankl,Pincus Fritz,1848,1887,BHR2
Freier,Moritz,1889,1969,BHR2
Freimann,Israel Meir,,,BHR2
Freimann,Jacob,1866,1937,BHR2
Frenkel,Meyer,,,BHR2
Freudenthal,Max,1868,1937,BHR2
Freund,Peter,1906,1982,BHR2
Freund,Samuel,1868,1939,BHR2
Freund,Siegfried,,,BHR2
Fried,Salomon,1847,1906,BHR2
Friedeberg,Salomon,,,BHR2
Frieden,Moses,,,BHR2
Friediger,Max,1884,1947,BHR2
Friedmann,Benjamin,1842,1902,BHR2
Friedmann,Bernhard,,,BHR2
Friedmann,Isidor,1873,1936,BHR2
Friedmann,Israel,1878,1951,BHR2
Friedmann,Nathan,1879,1925,BHR2
Friedmann,Simon,1849,1924,BHR2
Fritz,Kurt,1902,1976,BHR2
Fröhlich,Wilhelm,,,BHR2
Fromm,Seligmann,,,BHR2
Fuchs,Hugo Henoch,1878,1949,BHR2
Fürst,Julius,,,BHR2
Gabrielowitz,Israel,,,BHR2
Gärtner,Eugen,1885,1980,BHR2
Galliner,Julius,1872,1949,BHR2
Galliner,Siegfried,1875,1960,BHR2
Gallinger,Joseph Stephen,1912,1976,BHR2
Gans,Sally,1878,,BHR2
Garbatty,Adolf Abraham Moritz,1865,1923,BHR2
Gebhardt,Julius,,,BHR2
Geiger,Abraham,,,BHR2
Geis,Robert Raphael,1906,1972,BHR2
Geismar,David,,,BHR2
Gelbhaus,Siegmund,1850,1928,BHR2
Gelles,Siegfried,1884,1947,BHR2
Gersfeld,Liebmann,,,BHR2
Ginsburger,Moses,1865,1949,BHR2
Glaser,A. M.,,,BHR2
Glaser,Jacob,1848,1908,BHR2
Glück,Jacob Akiba,,,BHR2
Goitein,Eduard Ezechiel,1864,1914,BHR2
Goitein,Gabor Gedalia,1848,1883,BHR2
Golanski,Ludwig,,,BHR2
Goldberg,Hirsch,1889,,BHR2
Goldmann,Benedikt,,1879,BHR2
Goldmann,Felix,1882,1934,BHR2
Goldmann,Philipp,,,BHR2
Goldschmidt,Abraham Meyer,,,BHR2
Goldschmidt,Israel,1849-1848,1924,BHR2
Goldschmidt,Pessach,,,BHR2
Goldschmidt,Salomon,,,BHR2
Goldschmidt,Salomon,1865,1933,BHR2
Goldstein,Aron David,1838-1844,1913,BHR2
Golinski,Ludwig,1879,1942,BHR2
Gomer,Chajim Abba,,,BHR2
Gorbate Adolf Abraham Moritz,Dr ,,,BHR2
Gottlieb-Joez b. Mosche,1815-1873 ,,,BHR2
Gottlieb,Emanuel,1848-1854,1911,BHR2
Gottschalk,Benno,1883,1966,BHR2
Grabowski,Viktor,1863,1931,BHR2
Gradenwitz,Zvi Hugo,1876,1943,BHR2
Graf,Louis Gerhard,1912,1987,BHR2
Greilsheimer,Julius,1890,1944,BHR2
Gronemann,Selig,1843,1918,BHR2
Gross,Heinrich,,,BHR2
Gross,M.,,1899,BHR2
Grün,Iwan Jacob,1900,1981,BHR2
Grün,Samuel,1841,,BHR2
Grünbaum,Aron Bär,,,BHR2
Grundfeld,S ,,,BHR2
Grünebaum,Elias,,,BHR2
Grünewald,Max,1899,1992,BHR2
Grünfeld,Hermann,1839,1915,BHR2
Grünfeld,Richard,1863,1931,BHR2
Grünfeld,S.,,,BHR2
Grünthal,Julius,1875,1943,BHR2
Grunwald,Max,1871,1953,BHR2
Grzymisch,Siegfried,1875,,BHR2
Güdemann,Moritz,,,BHR2
Gugenheimer,Raphael,1867,,BHR2
Guggenheim,Isaac,1847,1918,BHR2
Guggenheim,Max,1877,1968,BHR2
Gumpertz,Hermann,1851,1938,BHR2
Gunzenhauser,Samson,,,BHR2
Guttmacher,Elias,,,BHR2
Guttmann,Heinrich,1905,1995,BHR2
Guttmann,Jakob,1845,1919,BHR2
Guttmann,Julius,1880,1950,BHR2
Guttmann,Moritz,1861,1914,BHR2
Haas,David Hirsch,,,BHR2
Haas,Moses,,,BHR2
Hahn,Hugo,1893,1967,BHR2
Hahn,Salomon,,,BHR2
Halberstamm,Israel,1899,1981,BHR2
Halevy,Isaac,1847,1914,BHR2
Hamburger,Bernhard,1875,,BHR2
Hamburger,Ernst Tobias,1911,1985,BHR2
Hamburger,Jacob,,,BHR2
Handl,Hermann,,,BHR2
Hanff,Hansjörg,1915,,BHR2
Hannes,Ludwig,1868,1907,BHR2
Hanover,David,,,BHR2
Hanover,Siegmund Adolf,1880,1964,BHR2
Heckscher,Julius Wolf,,,BHR2
Heidenheim,Philipp,,,BHR2
Heilbronn,David,1803,1872,BHR2
Heilbronn,Isak,,,BHR2
Heilbronn,Isaak,1880,1943,BHR2
Heilbut,Louis Juda,1848,1884,BHR2
Heimann,Harry,1910,1993,BHR2
Heppner,Aron,1865,1938,BHR2
Herbst,Josef,1910,,BHR2
Herbst,Salomon,1912,,BHR2
Hermon,Zwi,,,BHR2
Herxheimer,Salomon,,,BHR2
Herz,Max,,,BHR2
Herzfeld,Levi,,,BHR2
Herzog,Dr ,,,BHR2
Hilb,Maier,,,BHR2
Hildesheimer,Esriel Erich,1901,,BHR2
Hildesheimer,Esriel,,,BHR2
Hirsch,Abraham,1849,1885,BHR2
Hirsch,Jakob,,,BHR2
Hirsch,Marcel Nathan,1797,1889,BHR2
Hirsch,Mordechai-Amram,1833,1909,BHR2
Hirsch,Raphael,,,BHR2
Hirsch,Samson Raphael,,,BHR2
Hirschberg,Hans,1908,1980,BHR2
Hirschfeld,Aron,,,BHR2
Hirschfeld,Hirsch,,,BHR2
Hirschfeld,Jakob Heinrich,,,BHR2
Hirschfeld,Leo Jehuda,1867,1933,BHR2
Hochfeld,Julius,,1921,BHR2
Hochfeld,Samson,1871,1921,BHR2
Höchstätter,Benjamin,,,BHR2
Hoffmann,David Zvi,1843-1844,1921,BHR2
Hoffmann,Ernst,1905,,BHR2
Hoffmann,Jacob Jehuda,1881,1956,BHR2
Hoffmann,Moses Jehuda,1873,1958,BHR2
Hoffmann,Nathan,1847,1895-1893,BHR2
Hollander,Jakob,,,BHR2
Hollander,Jesaja,,,BHR2
Holzer,Isaac Aron,1873,1951,BHR2
Holzer,Paul,1892,1975,BHR2
Horovitz,Jakob,1873,1939,BHR2
Horovitz,Josef Jona Zwi,1892,1970,BHR2
Horovitz,Markus Mordechai,1844-1847,1910,BHR2
Horovitz,Saul,1858,1921,BHR2
Horowitz,Jakob,,,BHR2
Horowitz,Hirsch,1872,,BHR2
Höxter,Levy,1863,1925,BHR2
Hulisch,Israel,1841,1912,BHR2
Hurwitz,Simon,1810,1900,BHR2
Hyman,Harry,,,BHR2
Isaacsohn,Josef,,,BHR2
Israel,Benjamin,,,BHR2
Italiener,Bruno,1881,1956,BHR2
Jacob,Benno,1862,1945,BHR2
Jacob,Ernst I.,1899,1974,BHR2
Jacobovits,Julius,,,BHR2
Jacobs,Alfred,1897,1972,BHR2
Jacobsohn,Jakob Hirsch,,,BHR2
Jacobson,Moses,1853,1930,BHR2
Jacobus,Adolf Abraham,1883,1979,BHR2
Jaffe,Ber,,,BHR2
Jaffé,Heimann,,,BHR2
Jakobovits,Julius,1886,1947,BHR2
Jampel,Sigmund,1874,1934,BHR2
Janowitz,Moritz,1850,1919,BHR2
Jaraczewsky,Adolph,,,BHR2
Jaretzki,Julius,1873,1942,BHR2
Jaulus,Heinrich,1849,1927,BHR2
Jelski,Julius,1867,1953,BHR2
Joël,David,,,BHR2
Joël,Hermann (auch Heymann o. Hirsch),,1881,BHR2
Joël,Manuel,,,BHR2
Joelsohn,Jecheskel,,,BHR2
Jonas,Regina,1902,,BHR2
Josaphat,Gerson,,,BHR2
Joseph,Israel ,,,BHR2
Joseph,Martin,1879,1943,BHR2
Joseph,Max,1868,1950,BHR2
Joseph,Peter,2006-1920,,BHR2
Josephsohn,Caesar,1863,1937,BHR2
Jospe,Alfred,1909,1994,BHR2
Kaatz,Saul,1870,,BHR2
Kaelter,Robert Rafael,1874,1926,BHR2
Kahlberg,Abraham Albert,1883,1966,BHR2
Kahn,Joseph,,,BHR2
Kahn,Leo Lipman,1842,1936,BHR2
Kahn,Ludwig,,,BHR2
Kahn,Moritz,1871,1946,BHR2
Kalir,Joseph,,,BHR2
Kalischer,Elias,1862,1932,BHR2
Kalischer,Hirsch,,,BHR2
Kamerase,Leo Michael,1856,1915,BHR2
Kaner,David M.,,,BHR2
Kantorowsky,Georg,1883,1972,BHR2
Kasinski,Sali,,,BHR2
Kastellan,Jakob,,1877,BHR2
Katten,Max,1892,1957,BHR2
Keller,Aron,1909,1998,BHR2
Kellermann,Benzion,1869,1923,BHR2
Kempner,Herbert,1921,,BHR2
Kirsch,Raphael,1863,1927,BHR2
Kirschbaum,Mendel Menachem,1895,,BHR2
Klappholz,Kurt,1913,1975,BHR2
Klausner,Hirsch,,,BHR2
Klein,Abraham Isaak,1875,1961,BHR2
Klein,David,,,BHR2
Klein,Gottlieb,1852,1914,BHR2
Klein,Hermann Zwi,1879,1955,BHR2
Klein,Hugo,1890-2006,,BHR2
Klein,Joseph,,,BHR2
Klein,Siegfried,1882,,BHR2
Klemperer,Wilhelm,,,BHR2
Kliersfeld,Joseph,1908,1988,BHR2
Kobak,Josef Israel,,,BHR2
Kober,Adolf,1879,1958,BHR2
Koch,Carl,1865,1920,BHR2
Koch,Léonard Sylvain,1867,1930,BHR2
Köhler,Max,1899,1987,BHR2
Königsberger,Bernhard,1866,1927,BHR2
Königshöfer,Emanuel,1908,,BHR2
Kohn,Abraham Jakob,1868,1922,BHR2
Kohn,Jacob,,1913,BHR2
Kohn,Julius,,,BHR2
Kohn,M.,,,BHR2
Kohn,Marx Michael,,1888,BHR2
Kohn,Pinchas,1867,1941,BHR2
Kokotek,Jakob J.,1911,,BHR2
Kopfstein,Max,1856,1924,BHR2
Koppel,Max,1905,,BHR2
Koref,Mordechai Markus,1833,1900,BHR2
Kottek,Heimann,1860,1912,BHR2
Krakauer,Hugo,,1951,BHR2
Krakauer,Moritz Mose,1853,1929,BHR2
Kramer,Jacob,,,BHR2
Kraus,Heinrich,1856,,BHR2
Krimke,Isaak Jakob,,,BHR2
Kroner,Hermann,1870,1930,BHR2
Kroner,Philipp,1833,1907,BHR2
Kroner,Theodor,1845,1923,BHR2
Kronheim,Emil,1890,1971,BHR2
Kronheim,Hans Enoch,1885,1958,BHR2
Ksinski,Sali,,,BHR2
Kunstadt,Baruch Benedikt,1887,1967,BHR2
Kurrein,Viktor,1881,1974,BHR2
Kusznitzki,Salomon,1846,1917,BHR2
Kutner,Josua-Höschel,,1878,BHR2
Kuttner,Nathan Hirsch,,,BHR2
Labaszynski (auch Labaschinski),Joseph,,,BHR2
Landau,Emil Elias,1842,1924,BHR2
Landau,Ezechiel,1888,1965,BHR2
Landau,Menachem-Mendel,,1909,BHR2
Landau,Wolf,,,BHR2
Landsberg,Lewin,,,BHR2
Landsberg,Moritz,,,BHR2
Landsberg,Wilhelm,1844,1912,BHR2
Landsberger,Julius,,,BHR2
Landsberger,Julius,,,BHR2
Lang,Élie,1817,1882,BHR2
Lange,Bruno,1891,,BHR2
Lange,Gerson,1868,1923,BHR2
Lange,Isaak Michael,,1880,BHR2
Lauer,Chaim,1876,1945,BHR2
Laupheimer,Friedrich Elias,1890,1965,BHR2
Laupheimer,Jonas Jomtov,1846,1914,BHR2
Lazard,Hirtz L.,1804,1883,BHR2
Lazarus,Arnold,1877,1932,BHR2
Lazarus,Felix,1865,1945,BHR2
Lazarus,Leiser,,,BHR2
Lazarus,Paul,1888,1951,BHR2
Lazarus,Zacharie,1829,1897,BHR2
Lebrecht,Meyer,,1894,BHR2
Lebrecht,Moses Meier,,,BHR2
Lehmann,David,1804,1878,BHR2
Lehmann,Joseph,1872,1933,BHR2
Lehmann,Leopold,,,BHR2
Lehmann,Markus,,,BHR2
Lehmann,Sylvain,1875,1938,BHR2
Leimdörfer,David,1851,1922,BHR2
Lemle,Heinrich,1909,1978,BHR2
Lerner,Meier,1857,1930,BHR2
Leschinski,Mordechai Joseph Halevi,,,BHR2
Lesser,Wolf,1845,1882,BHR2
Levi b. Salomon,1793-1878 ,,,BHR2
Levi,Benedikt,,,BHR2
Levi,Harry Zwi,,,BHR2
Levi,Joseph,1865,1930,BHR2
Levi,L.,1849,1907,BHR2
Levi,Sali,1883,1941,BHR2
Levy,Alfred,1880,1934,BHR2
Levy,Arthur,1881,1961,BHR2
Levy,Emil Nathan,1879,1953,BHR2
Levy,Harry Zwi,1893,1978,BHR2
Lévy,Isaac,1835,1912,BHR2
Lévy,Isaak Albert,1864,1921,BHR2
Lévy,Jeremias,1889,1942,BHR2
Lévy,Joachim,1808,1894,BHR2
Lévy,Joseph,1799,1879,BHR2
Lévy,Judas,1803,1876,BHR2
Lévy,Marc,1842,1926,BHR2
Levy,M.,,,BHR2
Lévy,Naphtali,1837,1908,BHR2
Lévy,Naphtali,,1909,BHR2
Lévy,Salomon,1818,1885,BHR2
Lévy,Samson,1806,1873,BHR2
Lévy,Samuel,1815,1875,BHR2
Lévy,Seligmann Naphtali,1835,1914,BHR2
Lévy,Simon,1838,1898,BHR2
Lewin,Dr ,,,BHR2
Lewin,Adolf,,,BHR2
Lewin,Alexander,1888,,BHR2
Lewin,Gabriel Hirsch ,,,BHR2
Lewin,Louis,1868,1941,BHR2
Lewin,Moritz,,,BHR2
Lewin,Moses,1870,,BHR2
Lewin,Reinhold,1888,1943,BHR2
Lewin,S.,,1885,BHR2
Lewin,Salomon ,,,BHR2
Lewinsky,Abraham,1866,1941,BHR2
Lewinsohn,M ,,,BHR2
Lewit,Julius,1866,1934,BHR2
Lewkowitz,Albert,1883,1954,BHR2
Lewkowitz,Julius,1876,,BHR2
Lewy,Israel,1841,1917,BHR2
Lewy,Wilhelm Ephraim,1876,1949,BHR2
Liberels,Moses Elieser,,,BHR2
Lichtenstein,Ascher-Anschel,,,BHR2
Lichtig,Arje Leopold,1873,,BHR2
Liebermann,Arthur,1870,1950,BHR2
Liebreich,A ,,,BHR2
Lindermann,Simon,1827,,BHR2
Link,Samuel Wolf,1871,,BHR2
Lipschütz,Oskar,,,BHR2
Littmann,Martin,1864,1946,BHR2
Löb,Herrmann,1884,1962,BHR2
Löb,Jonas Zwi Hermann,1849,1911,BHR2
Löb,Lazarus,,,BHR2
Lövy,S ,,,BHR2
Löwenmayer,Maier,,,BHR2
Löwenmayer,Maier,,,BHR2
Löwenstamm,Arthur L.,1882,1965,BHR2
Löwenstein,Egon Israel,1912,1987,BHR2
Löwenstein,Leopold,1843,1923,BHR2
Löwenthal,Abraham Albert,1868,1928,BHR2
Löwenthal,Hans Gabriel,1912,1942-1942,BHR2
Loewy,Jacob Isaac,1860,1930,BHR2
Löwy,S.,1885,1968,BHR2
Lorge,Moritz,1874,1948,BHR2
Lorsch,Julius,1881,1919,BHR2
Lubasch,Lothar,1896,1976,BHR2
Lubliner,Manfred,1910,1991,BHR2
Lucas,Leopold,1872,1943,BHR2
Maier,Joseph ,,,BHR2
Mannes,Salomon,1871,1960,BHR2
Mannheimer,David,1863,1919,BHR2
Margulies,Samuel Hirsch,1858,1922,BHR2
Marx,Lehmann,1846,1925,BHR2
Marx,Moses,1876,1924,BHR2
Marx,Victor,1872,1944,BHR2
Maybaum,Ignaz,1897,1976,BHR2
Maybaum,Siegmund,1844,1919,BHR2
Mayer,Baruch,1845,1927,BHR2
Mayer,Eugen,,,BHR2
Mayer,Isak (Jack),,,BHR2
Mayer,Israel,,,BHR2
Mayer,Samuel,,,BHR2
Mehler,Ludwig Jakob,1907,1945,BHR2
Melchior,Marcus Lazarus,1897,1969,BHR2
Merzbach,Julius Jona,1900,1980,BHR2
Messing,Joseph,,,BHR2
Metzger,Kurt Leo,1909,1992,BHR2
Meyer,Akiba E. L.,1859,1930,BHR2
Meyer,Benjamin,1867,1934,BHR2
Meyer,Eugen,1867,1930,BHR2
Meyer,Hans Chanoch,1909,1991,BHR2
Meyer,Heinz,1907,,BHR2
Meyer,Israel,,,BHR2
Meyer,Samuel,,,BHR2
Meyer,Seligmann,1853,1925,BHR2
Michalski,Jacob Abraham Jechiel,1889,1961,BHR2
Mislowitzer,A.,,,BHR2
Mook,Salomon,1833,1898,BHR2
Morhange,Louis,1804,1888,BHR2
Moses,Jisroel Baruch,,1899,BHR2
Moses,Juda Lewin ,,,BHR2
Mühlfelder,Joseph Jakob,1844,1907,BHR2
Münz,Isak,1857,1938,BHR2
Münz,Lasar,1837,1921,BHR2
Mugdan,Abraham,1848,1927,BHR2
Munk,Eli,1900,1978,BHR2
Munk,Elias,,,BHR2
Munk,Elie,1900,1981,BHR2
Munk,Esra,1867,1940,BHR2
Munk,Leo,1851,1917,BHR2
Munk,Michael L.,1905,1984,BHR2
Munk,Rafael Saul,1899,1969,BHR2
Nager,Abraham,,,BHR2
Naschér,Simon,,,BHR2
Nathan,Nathan Max,1879,1944,BHR2
Nathansohn,Chaim,,,BHR2
Neckarsulmer,Juda Wolf,,,BHR2
Nellhaus,David Dagobert,1891,1980,BHR2
Netter,Nathan,1866,1959,BHR2
Neubauer,Jakob Jekuthiel,1895,1945,BHR2
Neubürger,Jacob Immanuel,1847,1922,BHR2
Neuhaus,Leopold,1879,1954,BHR2
Neuhaus,Ralph,1909,1990,BHR2
Neumark,Manass,1875,1942,BHR2
Neustadt,Pinkus,,,BHR2
Neuwirth,Aharon,1881,1958-1958,BHR2
Neuwirth,Samuel,1867,1941,BHR2
Nischkowski,Dr.,1853,1933,BHR2
Nobel,Israel,1878,1962,BHR2
Nobel,Joseph,1837,1917,BHR2
Nobel,Nehemia Zwi Anton,1871,1922,BHR2
Norden,Chaim,,1872,BHR2
